application_id,cid,loan_product_id,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,debt_to_income_ratio,application_date,status
23928,9473,18,43971,6.95,39,716,62373,0.58,2024-03-24,approved
23929,8050,7,244966,7.1,101,732,42803,0.26,2024-09-13,rejected
23930,1600,19,6334,6.89,10,713,82382,0.2,2022-08-19,approved
23931,7612,16,190534,7.79,25,736,73013,0.58,2023-03-16,rejected
23932,8811,15,463225,4.46,202,596,25081,0.57,2023-12-08,rejected
23933,6429,14,16738,10.4,13,722,61239,0.43,2024-11-05,approved
23934,3190,8,32561,6.57,237,673,36956,0.49,2023-12-08,rejected
23935,9644,20,38715,9.4,30,734,43795,0.57,2022-04-02,approved
23936,9256,8,20003,3.64,71,689,63590,0.34,2023-09-28,approved
23937,1711,13,8304,12.95,23,732,78671,0.48,2024-08-31,rejected
23938,6602,3,373264,3.41,203,668,52313,0.42,2024-01-24,rejected
23939,52,14,25385,7.04,12,709,76258,0.47,2023-07-07,approved
23940,9782,6,68182,12.21,58,734,27687,0.46,2022-09-29,rejected
23941,9191,4,25398,9.5,25,641,57065,0.15,2022-04-06,rejected
23942,6369,13,5863,12.04,11,600,65515,0.34,2023-10-19,approved
23943,7214,11,8760,8.8,14,630,5304,0.42,2025-02-22,approved
23944,1368,14,9064,7.78,27,733,43125,0.42,2022-12-20,approved
23945,7973,18,48259,4.96,24,723,18757,0.24,2023-02-28,rejected
23946,2849,19,13857,13.27,20,711,48611,0.39,2023-04-03,approved
23947,2749,12,24748,4.89,18,712,46686,0.51,2025-01-15,rejected
23948,6098,15,80304,3.33,220,695,67371,0.59,2023-08-18,approved
23949,4103,15,386998,2.65,121,699,54896,0.11,2025-01-08,approved
23950,1077,19,11363,13.46,16,721,48997,0.42,2022-10-12,approved
23951,8320,10,2181,17.44,24,778,72240,0.56,2024-12-25,approved
23952,5056,19,9914,8.32,14,632,53431,0.11,2024-05-12,approved
23953,6398,6,62553,6.31,39,665,33574,0.44,2024-02-11,approved
23954,1241,13,1722,7.0,14,641,79262,0.39,2022-07-20,rejected
23955,2490,1,7022,7.52,53,694,55207,0.37,2022-09-06,rejected
23956,5338,15,416803,4.88,334,701,53528,0.38,2023-01-21,rejected
23957,9398,6,34789,9.81,38,698,59139,0.56,2025-03-20,approved
23958,4769,11,11286,13.63,28,619,943,0.29,2024-08-30,rejected
23959,1903,2,19989,3.32,61,722,94368,0.34,2024-12-13,approved
23960,6825,9,908563,4.21,134,650,68003,0.26,2022-08-15,approved
23961,7434,18,34565,3.92,57,730,12939,0.23,2024-09-18,rejected
23962,7277,10,1646,9.21,10,732,77375,0.11,2023-07-02,approved
23963,9982,13,6125,10.56,11,658,57719,0.52,2024-04-08,rejected
23964,4651,13,9287,11.11,12,681,27069,0.55,2022-07-06,approved
23965,1888,3,438469,4.02,138,715,52731,0.2,2022-06-06,rejected
23966,3204,11,20358,5.58,38,684,71104,0.53,2022-05-20,approved
23967,8235,15,472707,4.53,214,659,55663,0.27,2024-11-20,rejected
23968,8873,5,52161,10.96,104,673,47824,0.34,2024-04-16,approved
23969,9693,2,38076,7.68,63,564,71841,0.54,2023-09-03,rejected
23970,7044,18,30258,3.52,58,656,84302,0.4,2024-09-14,approved
23971,9337,3,167892,2.54,337,670,36819,0.4,2025-01-16,approved
23972,6913,20,35430,11.6,17,664,49495,0.13,2024-05-23,approved
23973,5764,11,32743,12.21,18,733,63131,0.41,2024-12-18,approved
23974,5596,17,177714,8.14,51,709,52646,0.16,2023-04-13,approved
23975,3710,8,14755,4.38,218,693,25987,0.46,2022-05-22,approved
23976,4977,9,945479,3.99,136,725,48499,0.59,2022-09-16,rejected
23977,9242,8,49046,5.62,233,563,45848,0.11,2022-11-24,rejected
23978,2897,7,142828,8.16,83,663,45329,0.19,2022-04-28,approved
23979,9253,18,15220,3.02,47,743,91338,0.27,2024-03-11,approved
23980,3413,9,754515,4.83,179,738,29762,0.42,2022-05-31,approved
23981,252,17,116381,5.24,18,690,52331,0.52,2025-02-27,rejected
23982,7762,2,28251,7.02,76,632,61043,0.23,2022-11-04,approved
23983,3523,11,43181,9.33,30,685,57683,0.31,2024-07-26,approved
23984,975,14,29453,9.3,26,593,50845,0.13,2024-03-24,rejected
23985,6397,19,4637,9.47,21,594,66231,0.56,2023-06-26,rejected
23986,1445,4,7890,4.71,39,703,64681,0.25,2022-08-20,approved
23987,4990,19,2151,14.82,9,654,58274,0.43,2022-12-28,approved
23988,7404,2,24233,5.11,53,714,30234,0.25,2022-09-02,approved
23989,1659,12,33522,5.41,42,657,27576,0.51,2023-06-28,rejected
23990,95,2,36155,3.03,69,575,50264,0.28,2024-06-12,approved
23991,349,15,255393,3.72,328,683,18337,0.5,2024-08-16,approved
23992,478,11,10488,10.11,43,590,30864,0.22,2023-02-18,rejected
23993,8166,5,64997,6.16,86,550,47367,0.18,2022-12-03,rejected
23994,4300,13,9026,7.21,7,665,78213,0.37,2023-07-19,approved
23995,2633,3,434726,4.72,144,656,32738,0.54,2024-05-01,approved
23996,1474,1,21403,8.68,34,640,54152,0.35,2024-01-21,approved
23997,5279,4,37345,8.72,47,655,65645,0.29,2024-10-12,approved
23998,3901,13,2888,12.78,23,664,30642,0.48,2024-01-18,approved
23999,4623,19,3810,10.78,21,779,59068,0.18,2023-01-02,approved
24000,4406,13,7356,14.65,11,681,56240,0.58,2022-12-04,approved
24001,4801,10,1115,14.26,33,657,99421,0.15,2024-12-23,approved
24002,2967,12,39812,8.43,42,596,66866,0.21,2024-01-22,approved
24003,855,2,33232,5.69,81,694,64870,0.12,2023-07-15,approved
24004,9829,18,21362,5.65,20,705,40424,0.1,2022-08-25,approved
24005,3484,6,81873,11.44,29,600,69905,0.32,2022-12-26,rejected
24006,2912,7,202421,5.6,61,634,94988,0.52,2023-03-05,approved
24007,5795,2,14353,6.64,56,733,36275,0.2,2022-11-21,rejected
24008,9377,9,773949,3.11,241,670,64335,0.17,2025-02-03,approved
24009,943,7,74369,5.14,90,658,72925,0.33,2024-04-29,rejected
24010,4780,12,8522,4.06,33,735,28954,0.56,2022-04-10,rejected
24011,8074,4,11465,8.61,79,575,36636,0.14,2023-11-13,rejected
24012,1670,2,41566,5.27,55,645,25668,0.42,2022-10-12,rejected
24013,4320,20,37402,5.97,36,778,54531,0.17,2023-06-29,approved
24014,718,12,6137,8.67,36,690,60920,0.27,2024-09-06,approved
24015,4367,19,4185,7.58,8,678,75577,0.53,2024-10-17,approved
24016,3269,8,43422,5.99,66,772,86997,0.48,2024-07-13,approved
24017,2074,10,2767,17.58,22,630,30011,0.56,2023-12-16,rejected
24018,7284,14,16222,5.18,27,610,73509,0.58,2024-08-24,approved
24019,8732,18,24804,6.99,28,622,51276,0.15,2024-12-21,rejected
24020,8700,2,34065,5.85,83,644,43928,0.49,2025-02-04,approved
24021,4815,14,5087,11.0,14,655,65598,0.11,2022-04-17,approved
24022,405,11,48260,13.3,16,659,13813,0.53,2023-06-10,rejected
24023,2177,10,4168,17.78,20,576,19837,0.4,2022-08-18,rejected
24024,8404,9,189077,3.92,194,694,69152,0.6,2025-03-11,approved
24025,6061,1,12629,9.76,34,750,89792,0.37,2023-02-27,approved
24026,1993,6,78752,11.92,76,640,56934,0.43,2023-07-05,rejected
24027,4542,14,12315,11.82,13,740,55502,0.37,2022-04-16,approved
24028,8071,2,22223,7.28,47,665,66916,0.36,2022-08-14,approved
24029,5152,15,490409,4.62,116,757,44537,0.53,2023-07-01,approved
24030,6214,5,191705,9.03,68,726,58503,0.59,2022-07-29,approved
24031,1251,11,26425,10.09,28,594,51152,0.53,2024-04-06,rejected
24032,3344,12,20436,8.42,30,677,25763,0.17,2022-06-30,approved
24033,2048,8,8125,6.62,105,653,72012,0.49,2024-11-17,approved
24034,9608,8,47085,7.91,212,735,26055,0.37,2022-09-15,rejected
24035,8488,7,209750,8.08,59,629,56483,0.45,2024-03-20,rejected
24036,517,6,98936,11.79,44,599,65248,0.29,2024-05-04,rejected
24037,8409,5,32447,5.0,79,647,37881,0.53,2022-07-07,rejected
24038,2201,18,41241,5.54,30,662,56678,0.43,2022-04-30,approved
24039,8037,12,39620,9.48,30,656,41149,0.23,2024-12-16,approved
24040,601,9,210602,3.41,150,652,54478,0.39,2023-01-21,approved
24041,1183,12,35268,6.21,24,673,63475,0.5,2022-11-27,rejected
24042,1892,20,33984,11.95,24,621,82034,0.31,2024-05-13,rejected
24043,8009,4,24687,4.89,85,714,99906,0.16,2022-04-29,approved
24044,494,16,115103,5.61,79,720,19553,0.25,2022-05-19,approved
24045,7251,15,22827,4.38,174,642,48669,0.33,2024-04-14,approved
24046,7942,18,19211,5.88,16,631,38647,0.46,2023-05-07,approved
24047,532,6,72228,7.12,29,609,45588,0.36,2024-06-14,approved
24048,8613,1,9462,11.7,27,674,34600,0.47,2022-09-20,rejected
24049,1338,1,29195,7.19,12,676,43314,0.45,2024-05-07,rejected
24050,725,3,101531,3.55,196,687,60212,0.42,2024-06-19,rejected
24051,4457,7,255064,5.7,55,744,43924,0.25,2023-12-30,rejected
24052,3774,14,4193,7.49,32,675,38697,0.46,2024-02-14,rejected
24053,9239,8,36045,5.1,77,798,94504,0.42,2023-01-09,approved
24054,8119,12,37831,8.07,32,750,48067,0.51,2024-03-12,rejected
24055,211,1,6546,5.93,50,628,56206,0.1,2024-05-10,rejected
24056,1258,3,367992,4.09,171,548,36450,0.33,2025-03-22,rejected
24057,9279,2,49058,4.41,73,702,39196,0.2,2024-08-08,rejected
24058,6604,13,8788,12.09,20,681,49111,0.57,2023-09-26,approved
24059,7749,14,4236,9.84,29,734,60012,0.52,2024-02-06,rejected
24060,2409,20,21678,8.25,55,603,2106,0.58,2024-07-12,rejected
24061,6060,2,36606,7.45,83,730,51518,0.35,2023-06-24,approved
24062,7726,8,45803,7.64,84,699,25802,0.33,2023-12-14,approved
24063,2412,13,8547,14.42,18,646,49028,0.23,2022-07-05,approved
24064,548,4,13701,6.54,37,572,38780,0.46,2022-11-23,rejected
24065,8577,20,16326,5.94,42,734,67818,0.42,2023-02-26,approved
24066,7114,6,127936,7.2,40,730,42060,0.46,2024-06-26,approved
24067,9147,19,6631,12.58,15,635,38575,0.17,2022-09-03,approved
24068,5584,3,458876,4.51,345,701,39586,0.39,2024-03-24,approved
24069,2975,2,26318,5.41,43,615,60412,0.55,2024-12-30,rejected
24070,9960,19,8562,12.54,10,668,60054,0.28,2023-03-10,rejected
24071,8287,6,129631,11.36,69,714,6551,0.25,2023-08-25,approved
24072,3369,11,39117,7.01,36,600,52491,0.1,2022-10-11,rejected
24073,1424,6,23096,6.18,68,758,70528,0.26,2022-10-20,approved
24074,767,11,30500,9.15,28,658,66598,0.25,2024-02-07,approved
24075,5344,20,34054,14.27,20,659,14107,0.28,2023-09-29,rejected
24076,1194,7,273537,8.53,119,685,84626,0.25,2023-05-29,rejected
24077,9177,1,24137,11.21,51,682,38514,0.23,2024-04-22,approved
24078,2826,19,8877,12.01,20,681,59078,0.41,2024-01-05,rejected
24079,7061,1,12245,9.88,58,695,76246,0.49,2025-03-24,rejected
24080,2901,11,35197,8.27,52,673,66347,0.21,2022-05-31,approved
24081,5810,16,75167,5.63,51,711,43287,0.51,2024-04-02,approved
24082,6450,19,3924,9.94,15,672,20516,0.41,2023-01-24,approved
24083,2687,18,16582,5.83,50,692,73022,0.21,2024-06-30,approved
24084,7700,19,1609,10.92,13,681,52074,0.24,2025-01-11,approved
24085,797,9,700385,3.72,179,703,2074,0.44,2022-07-07,rejected
24086,6869,1,22702,12.33,38,747,77694,0.42,2023-12-10,rejected
24087,244,11,46060,11.13,49,709,39924,0.42,2025-03-22,approved
24088,5495,17,198714,9.68,39,640,22319,0.55,2022-04-06,rejected
24089,3812,14,28339,6.33,17,698,63028,0.49,2023-05-11,approved
24090,8388,9,999871,3.53,172,648,32888,0.22,2025-03-02,approved
24091,8713,10,3092,15.19,27,672,12856,0.11,2025-01-06,approved
24092,9981,20,12317,6.2,39,679,49887,0.55,2023-12-17,rejected
24093,5483,6,57548,8.84,30,673,64683,0.36,2024-08-04,rejected
24094,5628,14,17909,7.17,34,762,85116,0.17,2022-11-02,approved
24095,3964,10,2277,7.01,25,658,45607,0.15,2025-01-25,rejected
24096,3369,14,27232,9.56,19,600,52491,0.17,2024-12-14,approved
24097,1256,19,7133,6.61,22,624,35975,0.33,2023-03-11,rejected
24098,2007,2,45298,4.07,81,675,61525,0.6,2023-01-09,approved
24099,5112,11,37911,13.89,57,720,18750,0.39,2023-03-27,rejected
24100,4783,16,355234,8.1,71,672,62308,0.32,2024-04-09,approved
24101,8173,7,270848,8.02,57,706,59026,0.59,2024-12-21,rejected
24102,9972,8,37083,6.49,148,599,47479,0.39,2024-03-05,approved
24103,5274,10,2446,9.82,7,655,41409,0.18,2023-09-05,rejected
24104,653,7,257472,4.99,79,644,65872,0.57,2024-03-07,approved
24105,8695,19,12430,12.52,23,597,68891,0.39,2023-06-09,rejected
24106,1892,5,113280,8.53,74,621,82034,0.36,2022-05-20,approved
24107,2544,20,11345,13.33,58,688,15323,0.2,2025-01-19,rejected
24108,2397,20,32612,12.23,15,673,20166,0.56,2022-06-22,rejected
24109,4759,11,25228,6.92,18,639,53184,0.4,2025-03-09,approved
24110,4146,1,13402,8.67,39,718,20899,0.11,2023-04-12,approved
24111,3181,20,7473,12.05,41,667,50131,0.42,2022-05-25,approved
24112,1775,20,12838,5.57,54,684,63700,0.35,2023-02-21,approved
24113,7765,9,483982,4.8,210,787,51672,0.47,2025-03-18,approved
24114,6267,4,9390,9.34,29,670,40021,0.46,2023-12-05,rejected
24115,8698,17,189972,6.59,58,665,50237,0.19,2023-08-26,rejected
24116,3804,12,15935,6.39,14,757,40586,0.35,2022-05-20,approved
24117,3197,8,29619,5.65,109,717,66762,0.3,2023-06-24,approved
24118,6413,11,7686,7.57,29,659,48454,0.32,2022-05-04,rejected
24119,6879,4,14510,6.98,83,708,69062,0.52,2022-11-23,rejected
24120,3294,7,104578,7.77,102,557,31902,0.25,2023-05-29,rejected
24121,9921,10,3870,14.21,27,715,822,0.37,2023-03-21,rejected
24122,1639,11,40045,12.98,27,672,59620,0.22,2023-09-02,approved
24123,9996,3,326529,4.5,136,653,36275,0.17,2024-04-11,rejected
24124,5421,9,183667,2.82,225,631,64029,0.36,2023-11-19,rejected
24125,6775,19,10323,12.83,18,658,49460,0.15,2024-04-28,approved
24126,8596,5,192905,5.91,79,692,48345,0.24,2022-12-26,approved
24127,1591,9,298504,2.58,333,670,42210,0.17,2022-12-04,rejected
24128,9689,6,119212,11.77,23,719,38421,0.42,2023-07-09,approved
24129,6718,2,46237,6.85,34,782,47954,0.37,2024-04-11,approved
24130,7289,4,36404,5.9,32,667,48342,0.18,2023-12-11,rejected
24131,1705,1,2443,11.04,47,708,34691,0.28,2022-05-14,approved
24132,4531,14,16936,7.08,31,753,64095,0.53,2024-12-07,approved
24133,4297,12,38985,9.14,44,622,61294,0.12,2024-06-11,approved
24134,458,7,184025,6.65,37,605,103019,0.42,2024-12-26,rejected
24135,3838,8,7340,4.48,114,665,66232,0.53,2024-12-02,approved
24136,6617,10,1195,14.05,21,564,30096,0.36,2022-05-19,rejected
24137,2754,3,352256,3.15,154,661,33098,0.33,2023-11-22,approved
24138,868,8,40997,4.47,228,644,50435,0.39,2024-02-02,rejected
24139,1451,17,56472,6.95,40,718,95069,0.29,2023-12-28,approved
24140,5229,2,30869,5.73,46,720,15805,0.52,2023-03-17,rejected
24141,577,2,22977,5.57,62,682,31284,0.46,2022-12-23,approved
24142,5334,20,46858,9.08,22,685,42464,0.17,2025-01-15,approved
24143,6837,16,453541,6.34,89,653,69353,0.33,2023-04-06,rejected
24144,8608,17,114960,6.86,31,599,74612,0.54,2022-10-30,rejected
24145,1468,1,22260,5.51,51,673,61343,0.24,2024-06-27,rejected
24146,4615,18,13648,4.97,26,658,39910,0.47,2022-08-19,approved
24147,3905,20,25930,7.55,46,640,51508,0.42,2024-01-13,approved
24148,2235,10,3504,15.68,20,763,106906,0.28,2024-05-27,approved
24149,4989,10,1238,13.51,29,640,68899,0.3,2024-02-23,rejected
24150,1493,6,132477,7.7,24,677,30039,0.45,2023-03-26,approved
24151,2218,9,479664,3.08,262,658,67560,0.15,2022-04-07,approved
24152,6230,16,164624,6.09,93,734,47546,0.2,2024-01-14,approved
24153,7849,1,21826,10.28,53,663,79389,0.19,2024-11-29,approved
24154,5245,20,39635,11.49,42,708,33854,0.21,2022-10-10,approved
24155,6765,14,13635,7.68,23,716,46791,0.4,2023-10-30,approved
24156,3081,4,19280,6.15,94,642,55370,0.14,2022-05-10,approved
24157,3996,15,82893,3.93,247,652,92949,0.44,2024-08-09,approved
24158,6722,10,1349,10.53,28,631,72861,0.17,2024-05-13,rejected
24159,5253,13,9949,11.14,22,672,12879,0.26,2023-07-14,rejected
24160,3014,11,8133,11.54,31,651,52741,0.11,2025-02-23,approved
24161,3465,15,352225,3.21,229,707,31794,0.11,2023-09-03,approved
24162,9451,2,39212,6.05,41,656,75837,0.57,2022-03-31,rejected
24163,6936,13,3902,13.93,8,711,43287,0.59,2023-10-20,approved
24164,523,10,747,12.94,19,690,32643,0.23,2024-09-26,rejected
24165,8186,13,3996,10.69,15,678,60350,0.43,2022-11-07,rejected
24166,3677,15,118106,3.33,309,659,73088,0.57,2023-12-29,approved
24167,239,12,34261,6.14,15,683,27152,0.44,2024-08-03,rejected
24168,4092,19,11715,14.64,20,658,43160,0.4,2023-08-20,rejected
24169,9114,19,2543,12.51,10,617,62595,0.15,2022-12-02,approved
24170,3037,6,49756,10.28,83,635,77714,0.52,2024-03-22,approved
24171,4652,16,422077,8.12,53,673,2755,0.17,2024-11-29,rejected
24172,8339,9,710624,4.65,258,693,85379,0.12,2022-10-20,approved
24173,5373,1,23473,6.23,14,650,72441,0.41,2024-02-04,approved
24174,4263,10,3989,9.57,6,591,76358,0.23,2024-05-08,approved
24175,5098,8,43689,7.33,189,610,60204,0.22,2023-02-21,approved
24176,9207,7,32314,6.21,95,656,30780,0.17,2024-04-09,rejected
24177,4297,3,124829,3.65,125,622,61294,0.51,2023-08-15,rejected
24178,8111,20,48590,13.68,15,552,63197,0.47,2023-12-30,rejected
24179,9328,1,20266,12.8,29,716,31460,0.57,2023-03-02,rejected
24180,1568,10,2397,9.01,25,678,36035,0.48,2024-08-10,rejected
24181,8622,12,16152,7.04,40,670,49678,0.32,2024-05-07,approved
24182,5939,6,105963,6.41,77,618,74100,0.38,2024-07-24,rejected
24183,8805,13,1316,6.69,22,623,51049,0.36,2024-04-28,approved
24184,7086,14,21444,9.56,20,672,20042,0.2,2023-07-23,rejected
24185,3277,6,32220,6.39,60,831,41983,0.46,2024-12-16,rejected
24186,589,19,12294,6.95,19,680,53330,0.33,2023-05-10,approved
24187,5767,8,31826,4.17,215,736,55212,0.11,2023-03-13,approved
24188,178,2,21323,7.74,36,738,78638,0.34,2024-10-31,approved
24189,450,20,18187,14.09,23,676,69808,0.29,2024-11-13,approved
24190,29,15,466154,3.5,112,798,16199,0.39,2024-10-04,rejected
24191,7741,4,9689,7.06,108,649,49889,0.54,2022-05-01,rejected
24192,4680,7,205087,8.5,28,663,20521,0.23,2024-12-01,rejected
24193,174,1,7625,7.39,24,658,63512,0.34,2025-02-13,approved
24194,4081,16,453269,5.45,59,691,56843,0.44,2025-01-25,approved
24195,9110,7,130223,4.63,96,815,50662,0.52,2024-03-06,rejected
24196,4439,15,415389,4.84,181,706,36680,0.5,2022-06-08,rejected
24197,2396,11,46173,13.41,24,609,73629,0.44,2024-01-09,approved
24198,5457,1,6835,13.83,13,657,61949,0.2,2024-12-12,approved
24199,9628,12,8174,5.57,29,749,45180,0.25,2025-01-14,approved
24200,773,2,49588,7.3,60,728,51577,0.48,2023-09-26,approved
24201,11,15,183562,4.4,173,652,11490,0.33,2022-08-18,rejected
24202,5535,15,11571,4.29,274,670,53311,0.32,2024-04-24,approved
24203,8523,18,7831,6.7,14,767,72812,0.38,2023-10-28,approved
24204,4683,18,7474,4.55,40,678,51189,0.49,2024-01-25,rejected
24205,343,7,216936,5.82,119,716,39057,0.32,2023-03-03,rejected
24206,8215,7,147484,5.78,68,620,48835,0.42,2024-09-18,rejected
24207,3117,19,6583,9.49,23,766,33131,0.24,2023-06-14,approved
24208,6968,10,2771,16.01,33,660,58013,0.22,2022-10-26,approved
24209,8644,11,18453,8.49,48,771,49323,0.23,2022-07-15,approved
24210,1069,3,446529,3.77,287,658,77339,0.13,2022-07-10,approved
24211,4978,20,35216,9.0,58,704,25853,0.49,2022-10-25,approved
24212,204,20,22127,5.27,44,655,50999,0.14,2023-07-31,approved
24213,5783,5,174626,10.8,101,659,55962,0.33,2022-09-25,rejected
24214,777,15,346500,3.56,220,691,17553,0.4,2022-08-19,rejected
24215,6642,11,9711,13.51,12,563,54952,0.12,2022-07-31,rejected
24216,7656,19,11697,8.2,8,610,40601,0.31,2024-04-09,rejected
24217,1562,4,39867,4.35,95,658,45625,0.47,2024-09-29,rejected
24218,614,7,44795,7.7,77,596,73298,0.48,2022-12-28,rejected
24219,259,14,25849,5.82,14,627,29948,0.13,2022-10-07,rejected
24220,9606,10,1779,10.18,22,627,42803,0.15,2022-04-18,rejected
24221,7526,7,169201,6.51,85,657,59875,0.25,2024-04-11,approved
24222,778,16,281534,7.5,64,645,27939,0.52,2025-03-02,rejected
24223,9002,11,15671,6.7,43,636,1533,0.17,2023-05-08,rejected
24224,9591,2,11314,5.5,34,588,53167,0.51,2024-09-19,rejected
24225,8401,4,7287,7.77,66,668,34005,0.44,2023-01-27,approved
24226,5251,3,477644,4.5,163,686,39613,0.45,2022-06-17,rejected
24227,2531,11,16167,8.74,30,774,73119,0.55,2024-07-21,approved
24228,6787,15,402583,3.3,137,676,62594,0.11,2022-06-30,rejected
24229,8561,3,368948,4.81,271,621,79318,0.57,2022-08-31,approved
24230,9774,18,9318,6.15,35,710,60578,0.58,2024-06-05,approved
24231,878,11,38965,7.87,45,761,49882,0.35,2024-11-25,approved
24232,1709,5,128165,7.09,46,625,25816,0.35,2023-09-18,approved
24233,5138,10,1452,7.85,32,674,54996,0.49,2022-04-02,rejected
24234,5020,12,30758,5.04,28,751,69550,0.13,2023-11-30,approved
24235,9716,12,2490,4.02,36,693,41601,0.38,2023-09-07,approved
24236,5913,9,766319,3.6,248,637,25049,0.5,2024-02-06,rejected
24237,1946,7,217982,8.8,117,684,33643,0.3,2022-04-11,rejected
24238,2822,9,184846,2.57,220,683,59338,0.43,2024-04-29,approved
24239,6275,8,49032,5.48,146,653,52608,0.44,2024-04-17,rejected
24240,8579,12,7122,9.47,28,646,38986,0.36,2022-06-18,rejected
24241,5525,18,32560,5.51,25,754,54030,0.15,2024-10-18,approved
24242,850,20,15352,8.23,48,655,60337,0.12,2025-02-15,rejected
24243,5425,9,821341,2.7,238,621,37668,0.24,2022-08-06,approved
24244,8796,20,44894,7.11,48,646,34568,0.33,2025-01-01,approved
24245,9426,19,14074,11.92,7,638,64548,0.15,2022-03-30,rejected
24246,5138,18,28450,6.47,36,674,54996,0.13,2023-04-12,rejected
24247,6728,2,39020,4.34,29,592,53724,0.59,2024-04-16,rejected
24248,1968,1,10290,10.03,47,688,16295,0.13,2023-12-14,rejected
24249,9055,15,233598,4.91,201,680,54656,0.46,2025-03-11,approved
24250,2513,3,263527,4.99,169,684,47510,0.33,2023-12-03,rejected
24251,57,10,4031,15.42,31,713,83881,0.51,2024-09-01,approved
24252,2464,14,12931,9.95,34,642,87302,0.37,2023-04-29,approved
24253,6832,9,609315,4.87,242,688,53417,0.44,2022-06-23,approved
24254,4537,2,31358,3.93,54,712,67420,0.59,2025-03-24,approved
24255,979,5,176907,7.92,34,641,86036,0.33,2022-12-25,rejected
24256,7899,4,38577,4.45,95,657,575,0.59,2024-10-22,approved
24257,8765,6,86414,7.04,50,713,48031,0.35,2023-09-28,rejected
24258,2157,14,29766,7.44,33,675,36085,0.43,2023-11-10,rejected
24259,6403,18,10120,4.87,47,606,94963,0.45,2022-03-27,approved
24260,2268,15,443155,2.59,99,640,57909,0.54,2023-12-01,approved
24261,1830,18,22372,4.14,25,678,100945,0.48,2024-04-24,approved
24262,9373,14,10441,10.48,34,579,48385,0.6,2025-02-11,rejected
24263,7937,9,512383,2.86,205,707,22082,0.33,2025-02-14,rejected
