tid,cid,pid,amount,purchase_date,payment_mode
19890,2036,27,61.86,2025-02-22 15:23:28.482120,Net Banking
19891,3447,23,12991.349999999999,2025-03-15 23:03:44.545113,Wire Transfer
19892,381,4,1223.48,2025-03-12 21:38:47.885561,Wire Transfer
19893,367,12,412.71,2025-01-12 22:36:18.124080,Wire Transfer
19894,9935,9,3392.07,2025-01-19 07:34:48.083119,Net Banking
19895,8759,7,110.68,2025-01-29 16:03:43.982292,Net Banking
19896,799,13,1164.32,2025-01-06 00:46:41.781712,Net Banking
19897,9263,22,32.16,2025-02-03 13:52:13.873166,Wire Transfer
19898,5297,12,500.28,2025-02-10 10:39:39.482770,Net Banking
19899,1141,22,5.72,2025-02-07 22:19:44.831902,Credit
19900,8750,30,245.0,2025-01-26 17:44:50.145060,Debit
19901,6807,1,460.28,2025-02-04 16:20:35.660451,Wire Transfer
19902,6231,20,1131.76,2025-03-02 23:50:05.779281,Debit
19903,4371,20,435.42,2025-01-11 19:33:31.929953,Net Banking
19904,311,4,1271.84,2025-02-28 21:27:03.011676,Net Banking
19905,5517,18,1077.36,2025-01-21 01:51:36.405995,Wire Transfer
19906,8285,14,259.44,2025-03-22 15:02:38.687229,Net Banking
19907,955,13,1746.12,2025-02-23 22:43:57.688785,Credit
19908,3982,26,474.93,2025-03-22 03:13:43.594385,Wire Transfer
19909,3275,13,2024.46,2025-03-21 19:23:02.437434,Wire Transfer
19910,2582,30,50.25,2025-03-08 14:54:51.275535,Debit
19911,540,23,18920.56,2025-01-19 16:53:40.796684,Wire Transfer
19912,8339,23,4339.35,2025-02-01 14:51:07.647742,Wire Transfer
19913,1216,6,393.48,2025-01-23 21:16:05.463301,Wire Transfer
19914,200,8,761.2,2025-02-02 12:08:27.268436,Credit
19915,390,11,1083.16,2025-03-09 15:22:33.756378,Debit
19916,5231,17,17.85,2025-02-22 04:35:50.524443,Net Banking
19917,3687,28,1381.12,2025-02-15 22:01:53.804168,Wire Transfer
19918,3684,26,407.9,2025-01-31 21:46:37.588684,Net Banking
19919,5118,28,298.92,2025-01-04 05:34:43.807200,Net Banking
19920,6533,5,214.07999999999998,2025-02-22 21:56:04.670816,Wire Transfer
19921,8498,25,179.91,2025-01-18 08:41:45.472790,Debit
19922,2429,22,5.99,2025-03-15 09:32:22.913907,Net Banking
19923,6831,28,556.8,2025-01-11 20:53:32.226300,Debit
19924,9497,23,20785.28,2025-03-23 00:02:24.303209,Wire Transfer
19925,9033,11,447.72,2025-01-31 11:42:38.595332,Net Banking
19926,7191,16,622.2,2025-02-10 02:43:39.658185,Wire Transfer
19927,9591,22,26.76,2025-01-30 22:36:13.707863,Credit
19928,9124,25,249.84,2025-03-20 19:33:01.325056,Debit
19929,1638,10,399.18,2025-01-12 18:59:48.033123,Credit
19930,7180,5,204.0,2025-02-06 08:03:07.539078,Net Banking
19931,5026,29,1335.24,2025-03-24 11:10:20.185383,Debit
19932,734,17,43.019999999999996,2025-03-02 21:10:36.560346,Debit
19933,10,23,9305.86,2025-01-05 22:06:52.820034,Credit
19934,3131,29,5637.36,2025-03-01 06:45:50.999928,Wire Transfer
19935,2661,28,297.41,2025-03-15 10:33:10.642168,Wire Transfer
19936,7504,27,90.66,2025-03-04 04:25:25.609107,Debit
19937,3695,17,20.15,2025-01-07 20:20:21.780517,Debit
19938,2805,25,297.12,2025-01-15 02:33:22.335593,Credit
19939,3820,29,1497.08,2025-02-08 11:37:06.368811,Net Banking
19940,6724,30,137.64,2025-02-20 09:11:16.879692,Wire Transfer
19941,8802,8,751.44,2025-03-15 15:01:41.903562,Debit
19942,8385,23,4224.57,2025-03-02 15:37:21.295478,Net Banking
19943,8920,12,233.32,2025-03-06 10:30:51.316584,Debit
19944,988,15,196.17000000000002,2025-01-09 13:31:53.419908,Credit
19945,5643,3,11894.849999999999,2025-01-18 13:14:30.143202,Credit
19946,2305,24,70.99,2025-02-10 09:56:03.759083,Net Banking
19947,9307,29,2760.32,2025-01-17 05:37:54.876914,Debit
19948,5344,26,522.95,2025-02-13 00:42:49.521078,Wire Transfer
19949,9584,9,4540.5599999999995,2025-01-06 02:55:14.309254,Debit
19950,1529,27,76.86,2025-01-26 12:17:51.224571,Wire Transfer
19951,3285,7,26.93,2025-02-19 19:13:26.067948,Debit
19952,7153,1,594.16,2025-01-13 21:50:40.000078,Net Banking
19953,9409,18,728.25,2025-01-10 22:39:12.729463,Wire Transfer
19954,4764,6,255.45000000000002,2025-03-10 07:26:21.925101,Wire Transfer
19955,581,5,152.1,2025-02-26 04:01:28.824769,Wire Transfer
19956,6653,13,2369.48,2025-01-21 08:18:02.706151,Debit
19957,4725,5,140.96,2025-01-03 05:59:26.096502,Net Banking
19958,6297,16,650.84,2025-03-17 21:54:22.947086,Net Banking
19959,8509,9,3108.42,2025-03-14 17:31:13.056411,Wire Transfer
19960,5405,11,849.69,2025-02-03 15:44:45.987875,Net Banking
19961,3595,17,33.06,2025-01-16 10:47:44.451746,Net Banking
19962,5994,15,127.04,2025-02-22 10:24:49.967199,Wire Transfer
19963,128,15,143.64000000000001,2025-02-10 03:28:24.774199,Credit
19964,2286,3,4954.62,2025-03-16 17:14:06.575423,Net Banking
19965,9558,18,554.32,2025-02-08 00:21:33.063451,Debit
19966,4353,28,359.59,2025-02-27 19:54:17.371689,Debit
19967,2970,22,27.8,2025-03-01 18:17:31.825099,Net Banking
19968,9135,21,159.22,2025-01-09 18:19:27.886846,Debit
19969,7952,18,1128.4,2025-02-05 08:01:17.834818,Debit
19970,5092,10,603.54,2025-02-14 09:26:43.630505,Net Banking
19971,4199,7,30.59,2025-03-05 13:26:32.449030,Debit
19972,1734,18,882.24,2025-01-14 10:40:28.555423,Net Banking
19973,6997,19,3047.48,2025-01-10 18:07:50.228157,Credit
19974,565,15,252.16,2025-03-12 01:17:44.639312,Wire Transfer
19975,8624,12,422.07,2025-03-24 18:15:48.961749,Debit
19976,6412,21,366.27,2025-03-07 05:16:08.987179,Wire Transfer
19977,2152,3,12243.06,2025-03-21 02:01:03.027092,Debit
19978,9692,15,132.04,2025-02-25 12:43:12.628495,Debit
19979,9674,23,4857.25,2025-03-21 22:16:45.376161,Wire Transfer
19980,9749,9,4264.71,2025-02-16 02:13:18.431052,Credit
19981,6321,29,5053.92,2025-03-06 21:25:34.413700,Debit
19982,586,7,63.82,2025-01-24 02:26:57.360520,Wire Transfer
19983,3043,14,410.84,2025-03-09 22:10:19.642904,Net Banking
19984,7919,20,648.3,2025-02-26 09:34:52.244636,Net Banking
19985,9104,26,1254.72,2025-01-05 02:49:56.995940,Debit
19986,8085,7,52.3,2025-03-22 20:11:24.537222,Credit
19987,9984,14,117.96,2025-02-07 19:14:43.758824,Credit
19988,5919,21,372.84000000000003,2025-01-23 20:28:45.728655,Net Banking
19989,5473,3,4348.04,2025-02-20 00:19:24.777059,Wire Transfer
19990,6902,13,1202.14,2025-02-18 09:03:07.249560,Wire Transfer
19991,5234,4,681.6,2025-02-10 06:57:18.410971,Wire Transfer
19992,4654,6,204.08,2025-03-11 20:47:22.700552,Net Banking
19993,7754,7,29.25,2025-02-02 08:57:52.918233,Net Banking
19994,8049,8,454.0,2025-02-14 03:47:08.653907,Debit
19995,1559,6,353.44,2025-01-20 22:19:15.676025,Wire Transfer
19996,7690,9,4637.61,2025-03-14 23:14:05.891864,Credit
19997,8997,1,1950.9900000000002,2025-02-11 19:32:46.047649,Wire Transfer
19998,5265,27,56.26,2025-01-06 02:17:35.515141,Credit
19999,3676,29,3927.69,2025-01-08 19:12:13.114337,Net Banking
20000,9996,23,14958.09,2025-01-18 01:03:11.960612,Wire Transfer
20001,3197,17,66.32,2025-03-12 11:04:43.799366,Net Banking
20002,215,3,14496.39,2025-02-12 05:11:21.081601,Net Banking
20003,8360,5,372.0,2025-01-01 22:20:44.083840,Net Banking
20004,7192,25,161.28,2025-02-07 06:55:17.122371,Debit
20005,7517,10,236.74,2025-01-17 03:31:32.635259,Net Banking
20006,224,1,1107.16,2025-03-03 01:03:22.917697,Wire Transfer
20007,2872,12,158.36,2025-01-20 07:16:41.551584,Debit
20008,5470,26,1372.83,2025-03-09 08:01:25.540138,Debit
20009,3646,28,613.02,2025-03-21 22:55:00.831121,Wire Transfer
20010,8488,4,806.5,2025-02-26 06:13:48.960285,Credit
20011,7894,9,1590.84,2025-02-14 21:55:11.260515,Net Banking
20012,3983,5,88.77,2025-02-05 21:33:52.607511,Net Banking
20013,5406,22,23.549999999999997,2025-02-28 19:00:19.670145,Wire Transfer
20014,3895,16,548.72,2025-02-19 01:33:10.940913,Net Banking
20015,2873,14,298.79999999999995,2025-03-12 13:26:52.178188,Debit
20016,8501,8,207.73,2025-02-26 14:42:43.375529,Credit
20017,5631,18,272.33,2025-02-18 22:53:27.477513,Net Banking
20018,4523,30,193.8,2025-03-20 14:01:54.862034,Net Banking
20019,84,17,14.98,2025-02-15 14:32:18.651664,Net Banking
20020,4703,15,193.44,2025-01-09 15:42:06.657613,Net Banking
20021,9866,11,535.82,2025-02-25 07:43:14.948700,Net Banking
20022,2696,30,221.92,2025-03-10 11:05:55.336282,Net Banking
20023,3152,15,50.29,2025-03-18 02:47:48.158895,Net Banking
20024,8183,13,1921.62,2025-01-01 16:04:21.083063,Wire Transfer
20025,8348,12,534.56,2025-03-06 20:13:02.619959,Net Banking
20026,4568,1,1310.5,2025-02-01 16:43:25.561325,Wire Transfer
20027,622,19,4212.58,2025-02-01 17:45:50.981009,Debit
20028,9741,26,381.68,2025-01-31 09:23:07.380179,Net Banking
20029,7537,27,89.49,2025-01-30 10:01:18.915736,Debit
20030,4824,16,594.08,2025-02-18 14:05:13.641119,Debit
20031,7368,17,30.7,2025-03-12 07:07:58.828239,Net Banking
20032,4344,28,627.0,2025-01-13 02:42:13.539993,Net Banking
20033,6937,21,331.89,2025-01-14 18:25:55.663335,Net Banking
20034,7790,13,1182.38,2025-01-27 14:11:36.370772,Net Banking
20035,9591,8,760.48,2025-01-09 15:28:42.934449,Net Banking
20036,2609,30,56.57,2025-02-14 23:07:49.521939,Debit
20037,8410,13,1693.83,2025-03-19 05:14:14.973835,Wire Transfer
20038,9469,3,11634.93,2025-01-20 06:18:58.963211,Debit
20039,8578,6,372.12,2025-02-06 23:07:29.078310,Net Banking
20040,9949,29,1388.75,2025-02-03 18:40:34.665826,Credit
20041,7333,5,278.92,2025-01-24 22:31:22.171814,Debit
20042,3196,28,851.5500000000001,2025-02-08 11:05:10.362775,Wire Transfer
20043,7334,19,7619.08,2025-03-01 00:45:06.422116,Debit
20044,2791,17,51.87,2025-01-22 10:30:04.777810,Wire Transfer
20045,8558,29,5184.66,2025-01-12 05:42:51.291327,Wire Transfer
20046,2806,25,130.54,2025-03-22 08:12:58.595042,Wire Transfer
20047,1058,30,272.08,2025-01-10 11:38:28.249434,Wire Transfer
20048,7689,23,16098.72,2025-02-08 02:42:23.501688,Debit
20049,7616,12,389.79,2025-03-07 22:02:41.109736,Net Banking
20050,1571,30,110.22,2025-03-15 23:28:25.368823,Wire Transfer
20051,6701,19,1642.58,2025-02-08 07:15:44.909869,Debit
20052,7456,21,320.34,2025-02-22 13:15:48.524288,Net Banking
20053,5946,25,137.56,2025-03-18 13:01:41.816112,Debit
20054,2804,22,17.43,2025-02-02 03:25:34.957479,Net Banking
20055,1351,30,266.24,2025-03-08 02:12:05.697790,Debit
20056,877,3,4146.26,2025-01-04 23:40:47.906260,Debit
20057,6521,5,88.86,2025-02-23 19:01:23.371250,Credit
20058,35,2,231.1,2025-03-16 20:56:21.721807,Net Banking
20059,3145,27,74.52,2025-01-18 05:08:38.348542,Wire Transfer
20060,4297,2,222.23,2025-01-02 13:07:28.297149,Wire Transfer
20061,6504,4,840.02,2025-01-25 05:42:03.539867,Wire Transfer
20062,1271,7,25.43,2025-01-30 00:22:49.879880,Credit
20063,6334,11,259.01,2025-02-24 05:44:19.552914,Debit
20064,945,5,332.04,2025-02-23 06:10:51.387679,Debit
20065,3312,5,77.02,2025-01-07 10:04:44.777370,Debit
20066,9763,21,115.84,2025-03-23 18:22:59.700174,Credit
20067,9801,4,736.66,2025-01-20 16:12:06.540936,Net Banking
20068,920,29,2515.46,2025-02-20 17:44:23.258313,Credit
20069,3482,8,694.84,2025-03-10 04:50:16.843581,Net Banking
20070,7891,7,81.53999999999999,2025-01-28 21:25:06.544731,Net Banking
20071,3919,28,1132.29,2025-03-22 20:01:03.751299,Wire Transfer
20072,8160,11,283.45,2025-01-07 02:07:25.216136,Net Banking
20073,5422,15,110.54,2025-02-14 16:10:26.352394,Wire Transfer
20074,3367,5,254.92,2025-01-02 03:15:11.139319,Credit
20075,6069,23,17399.6,2025-02-25 22:54:17.621723,Wire Transfer
20076,692,14,291.63,2025-03-17 16:41:03.404420,Net Banking
20077,1347,15,191.31,2025-03-16 16:56:44.811450,Credit
20078,5465,27,29.37,2025-03-18 16:32:29.723365,Net Banking
20079,3255,30,205.88,2025-01-19 03:33:49.102489,Debit
20080,2265,4,1083.93,2025-01-30 23:50:17.433923,Credit
20081,6492,12,486.06000000000006,2025-02-15 19:57:11.917579,Net Banking
20082,77,24,69.34,2025-02-22 00:04:19.529281,Credit
20083,9693,12,136.23,2025-01-09 06:46:31.659944,Wire Transfer
20084,5147,9,1270.25,2025-01-14 01:31:30.204469,Net Banking
20085,9978,20,662.22,2025-03-08 22:56:19.892012,Wire Transfer
20086,210,7,22.35,2025-02-17 20:28:49.822592,Net Banking
20087,9692,26,1068.66,2025-01-17 23:25:07.642617,Debit
20088,4154,28,808.3199999999999,2025-01-01 04:17:32.479809,Credit
20089,3392,24,141.3,2025-01-15 12:40:35.668201,Debit
20090,9614,27,118.8,2025-03-19 14:22:13.513172,Wire Transfer
20091,9248,25,69.35,2025-02-16 18:34:17.879829,Debit
20092,4298,17,81.76,2025-01-16 06:20:09.702152,Debit
20093,5763,19,7395.56,2025-01-01 18:49:24.765017,Net Banking
20094,383,8,754.98,2025-02-04 12:27:30.903515,Wire Transfer
20095,3331,25,220.24,2025-03-16 05:11:26.065901,Credit
20096,3932,28,1504.68,2025-01-16 12:02:31.800756,Debit
20097,8606,4,616.58,2025-02-13 00:44:09.325986,Net Banking
20098,2347,22,13.76,2025-01-01 06:04:38.487017,Wire Transfer
20099,3282,13,2040.76,2025-01-22 04:19:49.410299,Net Banking
20100,2830,25,148.12,2025-02-06 00:30:50.479470,Debit
20101,4789,7,51.52,2025-02-24 10:02:03.697406,Credit
20102,3968,4,420.72,2025-02-24 14:43:09.813817,Credit
20103,8095,8,356.52,2025-01-31 16:07:34.634553,Wire Transfer
20104,1169,17,31.98,2025-01-23 14:25:12.423986,Debit
20105,4075,7,23.54,2025-01-14 15:37:42.922217,Debit
20106,1455,14,283.04999999999995,2025-02-23 12:37:33.137832,Debit
20107,1462,27,89.34,2025-02-03 06:16:07.252009,Wire Transfer
20108,3536,1,504.79,2025-02-23 03:17:06.017367,Wire Transfer
20109,8453,26,841.14,2025-03-01 19:20:13.023415,Debit
20110,2455,28,1102.08,2025-02-07 03:09:37.410173,Credit
20111,446,13,1278.2,2025-01-14 19:37:50.698281,Credit
20112,2187,29,3112.08,2025-01-06 08:15:31.411567,Wire Transfer
20113,5226,28,282.09,2025-02-08 21:10:48.681369,Credit
20114,3092,24,255.0,2025-01-11 00:55:57.006729,Debit
20115,7502,9,3768.2699999999995,2025-03-11 18:37:46.121233,Net Banking
20116,1185,9,2404.96,2025-03-15 18:21:54.296395,Wire Transfer
20117,6114,21,137.0,2025-01-27 11:01:32.725648,Net Banking
20118,6378,23,3945.39,2025-01-12 13:05:01.339989,Credit
20119,2247,18,973.32,2025-01-28 09:49:07.250997,Credit
20120,7320,10,558.08,2025-03-06 09:13:11.564133,Debit
20121,8960,18,455.82,2025-01-30 00:46:16.496406,Wire Transfer
20122,8114,1,1637.04,2025-03-05 14:22:12.766855,Net Banking
20123,1002,3,10854.8,2025-03-01 22:12:47.885725,Credit
20124,8508,13,1071.82,2025-02-21 01:38:59.419694,Credit
20125,949,17,42.12,2025-02-12 15:52:24.985271,Credit
20126,642,17,71.88,2025-01-11 10:37:50.495087,Credit
20127,3061,2,611.86,2025-03-18 07:14:01.161642,Wire Transfer
20128,1456,15,55.04,2025-02-05 22:36:50.343926,Credit
20129,3588,8,400.7,2025-03-07 19:58:14.336622,Wire Transfer
20130,6918,1,1871.13,2025-03-12 09:44:10.507206,Wire Transfer
20131,6591,1,1386.4499999999998,2025-01-09 18:03:36.722463,Debit
20132,959,20,1002.32,2025-03-09 12:12:00.558960,Debit
20133,8844,17,69.16,2025-02-23 05:02:25.083814,Wire Transfer
20134,992,22,6.72,2025-02-27 22:30:39.695872,Net Banking
20135,3981,7,55.66,2025-03-08 06:39:48.978292,Credit
20136,2740,16,298.68,2025-03-16 17:16:34.189507,Debit
20137,2284,21,436.16999999999996,2025-03-01 21:50:53.102470,Wire Transfer
20138,3627,22,13.28,2025-01-20 00:10:40.062039,Net Banking
20139,8402,8,869.56,2025-03-07 13:02:39.654051,Net Banking
20140,6019,1,1262.62,2025-03-06 14:31:54.371771,Debit
20141,5958,17,19.1,2025-03-11 08:15:03.977312,Debit
20142,1407,29,7035.12,2025-01-29 10:21:39.150159,Net Banking
20143,2911,21,141.72,2025-01-18 01:21:14.701266,Net Banking
20144,6666,10,711.63,2025-02-10 17:11:58.136307,Debit
20145,8508,25,204.84,2025-01-07 02:43:17.252687,Debit
20146,7679,16,733.24,2025-01-13 13:01:04.925433,Wire Transfer
20147,4331,23,12079.92,2025-02-05 14:43:21.917343,Wire Transfer
20148,669,13,671.45,2025-03-21 23:08:56.702001,Net Banking
20149,9215,21,246.72,2025-03-19 23:06:34.137695,Net Banking
20150,6189,21,471.93,2025-02-04 00:57:02.371159,Debit
20151,8663,7,113.04,2025-01-17 10:59:07.651667,Wire Transfer
20152,5620,30,210.04,2025-02-01 06:48:35.284508,Wire Transfer
20153,3067,12,344.94,2025-02-11 15:15:27.489698,Credit
20154,2766,19,3377.34,2025-02-20 22:46:06.739890,Credit
20155,4557,3,18337.64,2025-01-11 16:57:39.425263,Net Banking
20156,5628,19,4852.68,2025-02-09 19:17:42.821930,Wire Transfer
20157,8633,29,3663.54,2025-02-20 14:07:04.627594,Credit
20158,9107,19,3482.36,2025-02-25 05:49:42.266048,Net Banking
20159,2442,30,243.56,2025-03-04 17:03:01.375590,Debit
20160,8208,18,561.02,2025-01-15 23:05:52.838877,Net Banking
20161,7640,5,203.43,2025-03-17 07:57:24.429947,Credit
20162,8640,28,1026.24,2025-03-14 19:28:40.955576,Debit
20163,1040,28,1124.16,2025-03-23 10:57:45.797963,Wire Transfer
20164,6049,20,668.8499999999999,2025-03-19 13:05:49.610180,Debit
20165,9466,3,11495.82,2025-01-18 20:19:39.560324,Debit
20166,4492,14,337.38,2025-03-07 19:09:31.493902,Credit
20167,7654,26,1608.72,2025-02-24 03:37:04.775820,Debit
20168,9365,11,957.44,2025-02-06 13:15:50.949999,Net Banking
20169,3228,15,140.7,2025-02-08 12:09:11.165560,Credit
20170,7262,13,506.26,2025-02-08 21:33:54.651459,Credit
20171,7455,21,485.2,2025-01-12 04:44:19.243013,Debit
20172,897,29,3692.06,2025-01-14 22:02:02.532482,Wire Transfer
20173,5155,30,285.08,2025-02-22 11:27:38.968020,Debit
20174,7439,28,300.76,2025-03-13 04:33:01.752846,Wire Transfer
20175,3500,24,116.18,2025-02-18 12:34:37.580737,Net Banking
20176,2681,17,42.81,2025-03-06 23:40:44.252852,Net Banking
20177,5698,14,116.39,2025-01-04 03:38:34.806541,Net Banking
20178,8162,29,7221.04,2025-01-09 20:59:31.376814,Wire Transfer
20179,5656,23,19689.48,2025-03-10 16:30:48.415883,Net Banking
20180,5978,17,29.1,2025-03-20 06:19:40.136916,Wire Transfer
20181,3480,19,3008.22,2025-01-21 15:36:37.562420,Debit
20182,8551,21,586.76,2025-01-17 17:27:26.175213,Credit
20183,9467,25,178.74,2025-01-27 01:06:43.041688,Net Banking
20184,878,21,472.20000000000005,2025-01-19 09:03:16.128352,Credit
20185,5062,27,92.76,2025-03-21 14:52:50.417237,Net Banking
20186,5814,2,211.18,2025-02-24 23:30:00.097205,Debit
20187,5218,2,669.42,2025-03-22 20:35:07.156778,Net Banking
20188,9509,19,4006.72,2025-02-20 03:52:15.753936,Debit
20189,6130,10,589.18,2025-03-02 00:19:57.028740,Debit
20190,1457,19,2973.78,2025-01-05 11:32:06.798074,Debit
20191,4530,13,1467.24,2025-03-11 19:36:07.809713,Net Banking
20192,1241,19,1986.78,2025-01-22 23:05:59.627293,Credit
20193,8707,18,666.51,2025-03-17 09:24:55.751567,Debit
20194,395,7,106.64,2025-02-13 03:10:48.890709,Wire Transfer
20195,5946,27,128.68,2025-03-08 00:58:09.754783,Debit
20196,8361,15,67.35,2025-03-24 13:31:03.683524,Debit
20197,1583,25,191.79,2025-02-21 15:15:50.534388,Wire Transfer
20198,3121,15,172.38,2025-01-27 03:20:37.188565,Credit
20199,3602,16,344.56,2025-01-15 19:03:34.345311,Net Banking
20200,6322,8,388.0,2025-01-29 23:03:43.073199,Net Banking
20201,5780,12,295.42,2025-02-21 06:33:24.873798,Net Banking
20202,7515,20,984.2,2025-01-05 19:23:04.837005,Net Banking
20203,5538,19,7727.04,2025-03-08 02:32:36.098237,Wire Transfer
20204,5819,30,284.32,2025-01-10 10:44:08.548332,Debit
20205,5430,27,46.9,2025-01-29 15:16:57.677671,Credit
20206,7267,17,58.36,2025-02-28 15:17:56.969695,Debit
20207,6520,2,579.58,2025-03-21 03:22:18.632154,Wire Transfer
20208,5879,18,281.65,2025-01-01 06:17:09.492521,Wire Transfer
20209,6932,18,1098.48,2025-01-24 05:18:36.787923,Net Banking
20210,7477,5,64.5,2025-01-31 05:40:32.632076,Debit
20211,8451,11,507.48,2025-01-11 03:12:44.039746,Wire Transfer
20212,3351,1,1291.82,2025-01-21 18:19:27.730516,Net Banking
20213,1426,28,354.23,2025-01-06 09:20:10.150264,Wire Transfer
20214,3392,3,3827.34,2025-02-06 02:27:07.052795,Wire Transfer
20215,6809,8,238.7,2025-02-13 10:36:59.784069,Net Banking
20216,8193,10,295.85,2025-03-12 11:58:22.999768,Debit
20217,3206,26,1537.08,2025-01-17 11:23:02.582635,Credit
20218,136,6,101.1,2025-01-03 07:58:12.579452,Net Banking
20219,2551,30,204.16,2025-02-12 10:46:18.283263,Debit
20220,6137,23,9052.9,2025-02-07 19:33:20.253110,Net Banking
20221,544,6,224.2,2025-02-05 12:43:37.323046,Debit
20222,7401,2,446.74,2025-03-05 04:28:07.182884,Net Banking
20223,4694,20,719.22,2025-01-28 10:41:51.140740,Debit
20224,3931,8,891.76,2025-03-06 18:23:01.960690,Debit
20225,8455,16,641.76,2025-02-12 08:33:52.441063,Credit
20226,1560,21,474.24,2025-03-08 15:25:27.332318,Net Banking
20227,4584,2,992.88,2025-03-04 13:54:12.332805,Debit
20228,52,8,363.38,2025-02-23 18:00:01.198830,Net Banking
20229,9880,15,256.48,2025-02-22 04:35:15.258802,Wire Transfer
20230,5836,21,434.13,2025-01-12 11:25:29.953515,Credit
20231,9353,22,6.67,2025-02-22 10:11:33.336568,Wire Transfer
20232,261,6,113.96,2025-02-01 23:46:15.793769,Credit
20233,1962,30,100.62,2025-03-16 15:32:27.745454,Net Banking
20234,4561,24,235.68,2025-03-21 19:39:45.709201,Credit
20235,2995,29,5552.32,2025-01-23 07:19:09.409473,Wire Transfer
20236,5664,6,183.5,2025-01-03 22:38:07.723348,Wire Transfer
20237,6598,14,252.96,2025-03-24 09:16:28.651068,Wire Transfer
20238,6154,26,1778.56,2025-02-14 21:41:37.483013,Net Banking
20239,4095,10,570.08,2025-01-27 15:37:49.428088,Wire Transfer
20240,6995,30,69.01,2025-01-12 15:06:40.483750,Net Banking
20241,1497,1,1325.58,2025-02-05 00:30:37.201358,Net Banking
20242,3960,4,1638.76,2025-03-21 12:38:37.596015,Net Banking
20243,7244,18,858.1500000000001,2025-03-16 14:57:26.221154,Debit
20244,6213,11,576.58,2025-02-25 20:56:15.196589,Debit
20245,1094,12,223.24,2025-02-06 09:51:00.025392,Wire Transfer
20246,8185,20,963.08,2025-02-03 21:54:31.083210,Net Banking
20247,5248,17,33.66,2025-01-01 02:51:17.264657,Wire Transfer
20248,2571,4,965.19,2025-02-27 04:05:33.615342,Net Banking
20249,8744,1,1794.84,2025-01-13 07:33:01.826133,Net Banking
20250,9560,9,4352.9400000000005,2025-02-16 00:04:23.694595,Debit
